ticket_id,account,created_date,resolved_date,category,priority,status,resolution_hours,satisfaction_rating,agent_name
TKT-001372,Umbrella Corporation,2017-02-18,2017-02-18,technical,critical,resolved,3.0,4.0,Pamela Weaver
TKT-001373,Umbrella Corporation,2017-07-24,2017-07-24,billing,critical,resolved,4.0,,John Oliver
TKT-001374,Umbrella Corporation,2017-11-25,2017-11-25,technical,critical,resolved,4.0,,William Prince PhD
TKT-001375,Umbrella Corporation,2017-08-26,2017-08-30,billing,medium,resolved,116.0,3.0,William Moon IV
TKT-001376,Umbrella Corporation,2017-04-30,2017-05-03,technical,medium,resolved,91.0,2.0,Kenneth Brown
TKT-001377,Vehement Capital Partners,2017-07-22,,technical,medium,waiting_on_customer,,,Karen Fernandez
TKT-001378,Vehement Capital Partners,2017-02-06,2017-02-07,billing,low,resolved,38.0,5.0,Jennifer Parks
TKT-001379,Vehement Capital Partners,2017-10-19,2017-10-21,technical,medium,resolved,65.0,,William Wolfe
TKT-001380,Vehement Capital Partners,2017-03-18,2017-03-19,billing,low,resolved,34.0,4.0,Michael Smith
TKT-001381,Vehement Capital Partners,2017-06-03,2017-06-06,onboarding,medium,resolved,86.0,4.0,Kevin Nguyen
TKT-001382,Vehement Capital Partners,2017-11-05,2017-11-05,billing,medium,resolved,17.0,,Debbie Dunn
TKT-001383,Vehement Capital Partners,2017-10-10,2017-10-13,account_management,medium,resolved,75.0,2.0,John Austin
TKT-001384,Vehement Capital Partners,2017-11-07,2017-11-10,billing,medium,resolved,94.0,3.0,Jonathan Clark
TKT-001385,Vehement Capital Partners,2017-03-04,2017-03-10,technical,low,resolved,163.0,,Jacqueline Dickerson
TKT-001386,Vehement Capital Partners,2017-10-22,2017-10-23,bug_report,low,resolved,39.0,4.0,Christopher Anderson
TKT-001387,Vehement Capital Partners,2017-04-26,2017-04-30,technical,medium,resolved,96.0,4.0,Crystal Garcia
TKT-001388,Vehement Capital Partners,2017-03-12,2017-03-16,onboarding,medium,resolved,119.0,2.0,David Reynolds
TKT-001389,Vehement Capital Partners,2017-02-26,2017-03-03,onboarding,low,resolved,127.0,4.0,Charles Haley
TKT-001390,Vehement Capital Partners,2017-10-25,2017-10-30,technical,low,resolved,141.0,2.0,Robert Thompson
TKT-001391,Vehement Capital Partners,2017-05-26,,feature_request,medium,waiting_on_customer,,,Dr. Samuel Holmes DDS
TKT-001392,Vehement Capital Partners,2017-09-12,2017-09-13,onboarding,medium,resolved,47.0,3.0,Elizabeth Hart
TKT-001393,Vehement Capital Partners,2017-03-07,2017-03-15,account_management,low,resolved,200.0,2.0,Jennifer Vaughn
TKT-001394,Vehement Capital Partners,2017-04-15,,billing,medium,escalated,,,Robert Woods
TKT-001395,Vehement Capital Partners,2017-12-12,2017-12-13,billing,high,resolved,30.0,4.0,Joanna Cook
TKT-001396,Vehement Capital Partners,2017-06-18,2017-06-19,account_management,medium,resolved,32.0,,Justin Frederick
TKT-001397,Vehement Capital Partners,2017-03-30,2017-03-31,feature_request,high,resolved,42.0,5.0,Alejandro Martinez
TKT-001398,Vehement Capital Partners,2017-05-01,2017-05-02,billing,high,resolved,25.0,5.0,Tracey Gonzalez
TKT-001399,Vehement Capital Partners,2017-08-09,2017-08-13,account_management,medium,resolved,106.0,1.0,Mariah Thompson
TKT-001400,Vehement Capital Partners,2017-03-23,2017-03-27,billing,medium,resolved,98.0,3.0,Heather Nunez
TKT-001401,Vehement Capital Partners,2017-01-22,2017-01-24,feature_request,low,resolved,63.0,4.0,Dr. Steve James
TKT-001402,Warephase,2017-12-20,2017-12-22,technical,low,resolved,54.0,4.0,Mark Thomas
TKT-001403,Warephase,2017-12-26,2017-12-28,onboarding,low,resolved,70.0,,Robert Rogers
TKT-001404,Warephase,2017-12-07,2017-12-09,technical,medium,resolved,56.0,3.0,Laura Sweeney
TKT-001405,Warephase,2017-06-28,2017-06-30,onboarding,low,resolved,71.0,5.0,Christopher Perez
TKT-001406,Warephase,2017-04-24,2017-04-24,onboarding,critical,resolved,7.0,5.0,Eddie Adams
TKT-001407,Warephase,2017-12-30,2017-12-31,onboarding,high,resolved,40.0,4.0,Denise Wallace
TKT-001408,Warephase,2017-06-02,2017-06-03,bug_report,medium,resolved,39.0,4.0,Heidi Matthews
TKT-001409,Warephase,2017-05-29,2017-06-07,billing,low,resolved,220.0,,Jennifer White
TKT-001410,Warephase,2017-04-03,2017-04-04,billing,medium,resolved,25.0,4.0,Nicholas Stanley
TKT-001411,Warephase,2017-06-01,2017-06-05,feature_request,medium,resolved,108.0,3.0,Mercedes Miller
TKT-001412,Warephase,2017-03-23,2017-03-24,technical,medium,resolved,27.0,4.0,Brian Brown
TKT-001413,Warephase,2017-01-25,2017-01-26,bug_report,low,resolved,43.0,,Kimberly Johnson
TKT-001414,Warephase,2017-11-26,2017-11-27,bug_report,medium,resolved,47.0,,Phillip Miller
TKT-001415,Warephase,2017-05-25,2017-05-26,technical,low,resolved,42.0,,Christopher Pena
TKT-001416,Warephase,2017-10-10,2017-10-11,billing,high,resolved,44.0,,Ellen Wright
TKT-001417,Xx-holding,2017-07-17,2017-07-20,technical,medium,resolved,76.0,,Mark Anderson
TKT-001418,Xx-holding,2017-07-19,,billing,high,escalated,,,Alyssa Alvarado
TKT-001419,Xx-holding,2017-11-15,2017-11-18,billing,medium,resolved,80.0,3.0,Erika Alvarez
TKT-001420,Xx-holding,2017-06-17,2017-06-19,technical,medium,resolved,71.0,,Kimberly Nelson
TKT-001421,Xx-holding,2017-03-31,2017-04-07,bug_report,low,resolved,183.0,4.0,Wayne Wolfe
TKT-001422,Xx-holding,2017-12-23,2017-12-23,technical,medium,resolved,19.0,5.0,Kyle Welch
TKT-001423,Xx-holding,2017-11-27,2017-12-02,feature_request,low,resolved,126.0,,Kristy Mills
TKT-001424,Xx-holding,2017-08-23,2017-08-27,technical,medium,resolved,118.0,3.0,Emily Reed
TKT-001425,Xx-holding,2017-10-09,2017-10-13,billing,medium,resolved,96.0,2.0,Regina Ramos
TKT-001426,Xx-holding,2017-02-21,2017-02-21,technical,medium,resolved,18.0,5.0,David Torres
TKT-001427,Xx-holding,2017-09-18,2017-09-19,billing,medium,resolved,31.0,3.0,Robert Charles
TKT-001428,Xx-holding,2017-07-02,2017-07-02,feature_request,high,resolved,13.0,4.0,John Smith
TKT-001429,Xx-holding,2017-01-06,,onboarding,low,waiting_on_customer,,,Theresa Woods
TKT-001430,Xx-holding,2017-01-06,2017-01-06,technical,critical,resolved,2.0,5.0,Jeffrey Carter
TKT-001431,Xx-holding,2017-08-20,2017-08-21,account_management,medium,resolved,45.0,5.0,Adam Brooks
TKT-001432,Xx-holding,2017-02-07,2017-02-11,billing,low,resolved,112.0,,Justin Foster
TKT-001433,Xx-holding,2017-08-15,2017-08-19,onboarding,medium,resolved,99.0,3.0,Omar Price
TKT-001434,Xx-holding,2017-10-22,2017-10-24,bug_report,low,resolved,63.0,,Dennis Henderson
TKT-001435,Xx-holding,2017-01-31,2017-02-02,technical,medium,resolved,51.0,5.0,Phillip Kent
TKT-001436,Xx-holding,2017-12-21,2017-12-22,feature_request,high,resolved,47.0,5.0,Melinda Mitchell
TKT-001437,Xx-holding,2017-12-18,2017-12-26,bug_report,low,resolved,196.0,2.0,Rhonda Gutierrez
TKT-001438,Xx-holding,2017-11-26,2017-11-28,billing,medium,resolved,53.0,4.0,Catherine Roberts
TKT-001439,Xx-holding,2017-09-06,2017-09-06,onboarding,critical,resolved,5.0,5.0,Lisa Nelson
TKT-001440,Xx-holding,2017-06-19,2017-06-20,technical,low,resolved,28.0,,Chelsea Smith
TKT-001441,Xx-holding,2017-06-25,2017-06-26,onboarding,medium,resolved,24.0,,Joseph Lopez
TKT-001442,Xx-holding,2017-10-25,2017-10-29,billing,low,resolved,101.0,,Derrick Espinoza
TKT-001443,Xx-zobam,2017-02-08,,billing,critical,escalated,,,Crystal Hernandez
TKT-001444,Xx-zobam,2017-04-14,2017-04-15,feature_request,medium,resolved,35.0,,Glenn Collins DDS
TKT-001445,Xx-zobam,2017-09-17,,onboarding,medium,open,,,Mrs. Raven Rivera DVM
TKT-001446,Xx-zobam,2017-10-04,,technical,low,open,,,Amy Rowe
TKT-001447,Xx-zobam,2017-01-11,2017-01-11,billing,high,resolved,21.0,5.0,John Lee
TKT-001448,Xx-zobam,2017-09-18,,onboarding,medium,waiting_on_customer,,,Ruth Clayton
TKT-001449,Xx-zobam,2017-01-08,2017-01-11,feature_request,medium,resolved,87.0,4.0,Randy Wright
TKT-001450,Xx-zobam,2017-09-28,2017-09-28,onboarding,high,resolved,20.0,5.0,Jessica Rojas
TKT-001451,Xx-zobam,2017-09-30,2017-10-01,onboarding,high,resolved,40.0,3.0,Joel Wise
TKT-001452,Xx-zobam,2017-12-07,2017-12-07,technical,high,resolved,7.0,5.0,Vickie Kennedy
TKT-001453,Xx-zobam,2017-12-02,2017-12-02,feature_request,critical,resolved,6.0,5.0,Emily Morris
TKT-001454,Xx-zobam,2017-12-25,2017-12-27,technical,medium,resolved,66.0,4.0,Amanda Pineda
TKT-001455,Xx-zobam,2017-01-27,2017-01-27,feature_request,medium,resolved,14.0,4.0,Dawn Little
TKT-001456,Xx-zobam,2017-08-31,2017-09-01,account_management,high,resolved,27.0,,Stephen Boyer
TKT-001457,Y-corporation,2017-08-25,2017-08-28,onboarding,medium,resolved,88.0,,Brian Chen
TKT-001458,Y-corporation,2017-08-18,2017-08-27,feature_request,low,resolved,239.0,,Christopher Hill
TKT-001459,Y-corporation,2017-07-12,2017-07-13,billing,medium,resolved,31.0,,Richard Smith
TKT-001460,Y-corporation,2017-08-17,,technical,high,escalated,,,Richard Alvarez
TKT-001461,Y-corporation,2017-08-26,2017-08-29,technical,medium,resolved,94.0,1.0,Jacqueline Davis
TKT-001462,Y-corporation,2017-05-09,2017-05-12,feature_request,medium,resolved,76.0,2.0,Brandon Montgomery
TKT-001463,Y-corporation,2017-11-17,,technical,medium,open,,,Yolanda Garrett
TKT-001464,Y-corporation,2017-12-06,,onboarding,low,escalated,,,Matthew Miles
TKT-001465,Y-corporation,2017-12-24,,billing,high,escalated,,,Beth Hall
TKT-001466,Y-corporation,2017-03-14,2017-03-15,billing,medium,resolved,24.0,4.0,Dr. Nicole Trujillo
TKT-001467,Y-corporation,2017-02-08,2017-02-09,bug_report,medium,resolved,24.0,5.0,Corey Norris
TKT-001468,Y-corporation,2017-06-07,2017-06-16,billing,low,resolved,222.0,,Chad Roach
TKT-001469,Y-corporation,2017-07-18,,onboarding,low,open,,,Mr. Edward Terry
TKT-001470,Y-corporation,2017-04-15,,onboarding,medium,open,,,Cody Bailey
TKT-001471,Y-corporation,2017-06-24,2017-07-02,billing,low,resolved,206.0,3.0,Denise Guerra
TKT-001472,Y-corporation,2017-04-26,2017-05-03,feature_request,low,resolved,176.0,,Kristen Jones
TKT-001473,Y-corporation,2017-10-15,2017-10-18,bug_report,medium,resolved,78.0,,Edward Baker
TKT-001474,Y-corporation,2017-09-10,2017-09-11,onboarding,medium,resolved,26.0,,Aaron Little
TKT-001475,Y-corporation,2017-07-23,2017-07-23,bug_report,critical,resolved,7.0,,Cody Smith
TKT-001476,Y-corporation,2017-05-26,2017-05-31,feature_request,low,resolved,131.0,,Patty Allen
TKT-001477,Y-corporation,2017-03-19,,onboarding,high,escalated,,,Mary Ryan
TKT-001478,Y-corporation,2017-08-02,2017-08-07,onboarding,low,resolved,140.0,3.0,Joseph Jimenez
TKT-001479,Y-corporation,2017-03-19,2017-03-25,technical,low,resolved,145.0,,Lisa Morris
TKT-001480,Yearin,2017-05-16,2017-05-16,billing,critical,resolved,7.0,5.0,Ashley Mills
TKT-001481,Yearin,2017-06-02,,onboarding,medium,escalated,,,Russell Anderson
TKT-001482,Yearin,2017-12-25,2017-12-26,feature_request,medium,resolved,25.0,5.0,Christina Washington
TKT-001483,Yearin,2017-08-28,2017-08-31,technical,low,resolved,73.0,3.0,Kenneth Huff
TKT-001484,Yearin,2017-04-27,2017-04-30,bug_report,medium,resolved,77.0,4.0,Kelly Miles
TKT-001485,Yearin,2017-06-07,2017-06-15,feature_request,low,resolved,210.0,2.0,Jacob Obrien
TKT-001486,Yearin,2017-06-10,2017-06-12,billing,medium,resolved,50.0,,Timothy Clark
TKT-001487,Yearin,2017-01-13,2017-01-14,bug_report,high,resolved,32.0,4.0,Steve Miller PhD
TKT-001488,Yearin,2017-02-11,,billing,medium,escalated,,,Justin Hurley
TKT-001489,Yearin,2017-07-20,2017-07-22,technical,medium,resolved,62.0,,Jacob Erickson
TKT-001490,Yearin,2017-05-02,2017-05-05,feature_request,medium,resolved,82.0,3.0,Deborah Williams
TKT-001491,Yearin,2017-01-25,,technical,medium,escalated,,,Eric Blackburn
TKT-001492,Yearin,2017-01-04,2017-01-12,technical,low,resolved,207.0,2.0,Anne Hardy
TKT-001493,Yearin,2017-03-25,2017-03-26,bug_report,high,resolved,27.0,3.0,Chelsey Fox
TKT-001494,Yearin,2017-03-07,,technical,low,waiting_on_customer,,,Mario White
TKT-001495,Yearin,2017-05-27,2017-06-02,onboarding,low,resolved,163.0,3.0,Jennifer Garcia
TKT-001496,Yearin,2017-07-22,2017-07-22,billing,critical,resolved,5.0,5.0,Heather Ellis
TKT-001497,Yearin,2017-01-26,2017-01-27,technical,medium,resolved,45.0,5.0,Sonya Jackson
TKT-001498,Yearin,2017-03-06,2017-03-07,feature_request,medium,resolved,35.0,,James Morgan
TKT-001499,Zathunicon,2017-07-15,2017-07-16,account_management,high,resolved,35.0,,Zachary Ramos
TKT-001500,Zathunicon,2017-07-06,2017-07-09,onboarding,low,resolved,84.0,3.0,Ethan Frey
TKT-001501,Zathunicon,2017-06-28,2017-06-28,billing,critical,resolved,2.0,,Jacob Duran
TKT-001502,Zathunicon,2017-04-17,2017-04-21,bug_report,medium,resolved,101.0,4.0,Nicholas Franklin
TKT-001503,Zathunicon,2017-05-04,,technical,medium,open,,,Cindy Cannon
TKT-001504,Zathunicon,2017-03-16,2017-03-17,technical,low,resolved,26.0,,Dawn Nixon
TKT-001505,Zathunicon,2017-04-20,,onboarding,medium,waiting_on_customer,,,James Barber
TKT-001506,Zathunicon,2017-09-05,2017-09-07,billing,low,resolved,60.0,4.0,Ms. Kelly Holder
TKT-001507,Zathunicon,2017-11-13,2017-11-14,onboarding,medium,resolved,47.0,5.0,Eric Walker
TKT-001508,Zathunicon,2017-12-27,2017-12-28,billing,medium,resolved,38.0,4.0,Alison Short
TKT-001509,Zathunicon,2017-06-27,2017-06-28,technical,medium,resolved,24.0,4.0,Desiree Spencer
TKT-001510,Zathunicon,2017-12-14,2017-12-15,billing,medium,resolved,25.0,5.0,Tammy Moore
TKT-001511,Zathunicon,2017-08-31,2017-09-01,technical,high,resolved,32.0,5.0,Henry Taylor
TKT-001512,Zathunicon,2017-11-10,2017-11-12,account_management,medium,resolved,70.0,4.0,Kevin Hall
TKT-001513,Zathunicon,2017-05-15,2017-05-22,technical,low,resolved,182.0,,Anna Ross
TKT-001514,Zathunicon,2017-07-13,2017-07-13,onboarding,medium,resolved,17.0,5.0,Morgan Cummings
TKT-001515,Zathunicon,2017-06-16,,feature_request,medium,open,,,Carrie Petersen
TKT-001516,Zencorporation,2017-10-24,2017-10-24,technical,critical,resolved,1.0,,Laura Velez
TKT-001517,Zencorporation,2017-09-10,2017-09-10,onboarding,high,resolved,17.0,4.0,Elizabeth Cross
TKT-001518,Zencorporation,2017-02-16,2017-02-18,onboarding,low,resolved,51.0,5.0,Angela Brown
TKT-001519,Zencorporation,2017-03-12,2017-03-15,technical,medium,resolved,73.0,,Hannah Montoya
TKT-001520,Zencorporation,2017-08-07,,account_management,low,open,,,Sean Kane
TKT-001521,Zencorporation,2017-04-03,2017-04-11,bug_report,low,resolved,213.0,,Matthew Guzman
TKT-001522,Zencorporation,2017-11-23,2017-11-25,account_management,low,resolved,61.0,5.0,Richard Reyes
TKT-001523,Zencorporation,2017-04-30,,technical,high,open,,,Andrew Fernandez
TKT-001524,Zencorporation,2017-12-15,,technical,critical,escalated,,,Jonathan Walker
TKT-001525,Zencorporation,2017-02-10,2017-02-15,billing,low,resolved,130.0,,Nicholas Long
TKT-001526,Zencorporation,2017-07-03,2017-07-12,bug_report,low,resolved,220.0,3.0,Kurt Wagner
TKT-001527,Zencorporation,2017-07-25,2017-07-25,onboarding,critical,resolved,5.0,4.0,Dylan Foster
TKT-001528,Zencorporation,2017-03-19,2017-03-22,billing,low,resolved,92.0,,Bradley Duncan
TKT-001529,Zencorporation,2017-06-11,2017-06-12,billing,high,resolved,40.0,4.0,James Miller
TKT-001530,Zencorporation,2017-02-13,2017-02-14,billing,low,resolved,35.0,,Patricia Anderson
TKT-001531,Zencorporation,2017-12-29,2017-12-29,billing,high,resolved,10.0,5.0,Justin Freeman
TKT-001532,Zencorporation,2017-11-19,2017-11-23,feature_request,medium,resolved,98.0,4.0,Christina Gilbert
TKT-001533,Zencorporation,2017-11-12,2017-11-15,feature_request,medium,resolved,84.0,3.0,Danielle Jones
TKT-001534,Zencorporation,2017-05-09,2017-05-09,technical,high,resolved,22.0,,Erica Glass
TKT-001535,Zoomit,2017-05-14,2017-05-23,technical,low,resolved,233.0,,Michael Henderson
TKT-001536,Zoomit,2017-11-22,2017-11-24,feature_request,medium,resolved,64.0,4.0,Frank Wheeler
TKT-001537,Zoomit,2017-12-28,2018-01-04,feature_request,low,resolved,184.0,4.0,Eric Huerta
TKT-001538,Zoomit,2017-10-07,2017-10-09,feature_request,medium,resolved,64.0,,Wanda Ramos
TKT-001539,Zoomit,2017-11-21,2017-11-22,technical,medium,resolved,42.0,,Andrew Meyers
TKT-001540,Zoomit,2017-03-16,2017-03-17,billing,medium,resolved,24.0,,James Todd
TKT-001541,Zoomit,2017-12-22,2017-12-22,billing,medium,resolved,17.0,4.0,Ashley Brown
TKT-001542,Zoomit,2017-05-28,2017-05-28,technical,critical,resolved,7.0,5.0,Tammy Melton
TKT-001543,Zoomit,2017-04-19,2017-04-19,account_management,high,resolved,4.0,5.0,Alexis Benson
TKT-001544,Zoomit,2017-02-24,2017-02-25,technical,medium,resolved,38.0,3.0,Jerry Johnson
TKT-001545,Zoomit,2017-09-27,2017-09-29,technical,medium,resolved,49.0,4.0,Joshua Harris
TKT-001546,Zoomit,2017-07-22,2017-07-24,account_management,medium,resolved,59.0,4.0,Deanna Webb
TKT-001547,Zotware,2017-10-28,2017-10-29,technical,high,resolved,46.0,,Brenda Hale
TKT-001548,Zotware,2017-08-20,2017-08-29,feature_request,low,resolved,233.0,1.0,Kevin Alvarado
TKT-001549,Zotware,2017-12-24,2018-01-02,feature_request,low,resolved,239.0,3.0,Christopher Campbell
TKT-001550,Zotware,2017-07-27,,technical,medium,waiting_on_customer,,,Lisa Brown
TKT-001551,Zotware,2017-03-09,2017-03-13,billing,medium,resolved,97.0,2.0,Alejandra Price
TKT-001552,Zotware,2017-03-10,2017-03-11,billing,high,resolved,36.0,,Samuel Keller
TKT-001553,Zotware,2017-07-15,2017-07-16,technical,medium,resolved,39.0,,Alicia Dillon
TKT-001554,Zotware,2017-11-13,2017-11-18,bug_report,low,resolved,133.0,2.0,Crystal James
TKT-001555,Zotware,2017-11-10,2017-11-17,technical,low,resolved,188.0,3.0,Ariana Stewart
TKT-001556,Zotware,2017-01-17,,billing,low,escalated,,,Kim Lopez
TKT-001557,Zotware,2017-07-29,2017-07-30,bug_report,medium,resolved,38.0,3.0,Judith House
TKT-001558,Zotware,2017-04-10,,billing,medium,escalated,,,David Moreno
TKT-001559,Zotware,2017-01-10,2017-01-10,onboarding,high,resolved,10.0,,James Moore
TKT-001560,Zotware,2017-03-26,2017-03-27,technical,high,resolved,39.0,4.0,Harold Garrett
TKT-001561,Zotware,2017-08-11,2017-08-15,onboarding,medium,resolved,113.0,2.0,William Mason
TKT-001562,Zotware,2017-04-11,,feature_request,medium,open,,,Lori Johns
TKT-001563,Zotware,2017-02-14,2017-02-15,billing,medium,resolved,33.0,3.0,Robin Johnson
TKT-001564,Zotware,2017-10-29,,technical,medium,open,,,Diana Hernandez
TKT-001565,Zotware,2017-11-12,2017-11-20,billing,low,resolved,203.0,3.0,Mary Miller
TKT-001566,Zotware,2017-02-17,,billing,high,escalated,,,Tyler Salazar
TKT-001567,Zotware,2017-11-04,2017-11-08,billing,medium,resolved,103.0,2.0,Crystal Allen
TKT-001568,Zotware,2017-03-16,2017-03-17,feature_request,medium,resolved,47.0,,Wesley Browning
TKT-001569,Zotware,2017-07-29,2017-08-04,technical,low,resolved,145.0,,Joshua Clark
TKT-001570,Zotware,2017-06-02,2017-06-03,billing,medium,resolved,47.0,4.0,Joshua Mcbride
TKT-001571,Zotware,2017-01-22,2017-01-30,billing,low,resolved,202.0,,Ellen Thornton
TKT-001572,Zumgoity,2017-02-08,2017-02-11,billing,low,resolved,95.0,,Brandy Forbes
TKT-001573,Zumgoity,2017-03-24,2017-03-25,technical,medium,resolved,42.0,,Brianna Fitzpatrick
TKT-001574,Zumgoity,2017-08-05,2017-08-05,onboarding,high,resolved,23.0,,Emily Grant
TKT-001575,Zumgoity,2017-03-16,,onboarding,high,waiting_on_customer,,,Bailey Stewart
TKT-001576,Zumgoity,2017-01-30,2017-01-31,billing,medium,resolved,31.0,3.0,Monica Cannon
TKT-001577,Zumgoity,2017-04-22,2017-04-22,billing,medium,resolved,19.0,5.0,Jennifer Jenkins
TKT-001578,Zumgoity,2017-09-26,2017-09-27,onboarding,high,resolved,34.0,3.0,Timothy Shannon
TKT-001579,Zumgoity,2017-06-14,2017-06-14,technical,critical,resolved,2.0,5.0,Denise Maxwell
TKT-001580,Zumgoity,2017-07-12,2017-07-14,bug_report,low,resolved,61.0,4.0,Cody Farmer
TKT-001581,Zumgoity,2017-10-29,2017-10-30,billing,high,resolved,47.0,4.0,Debra Bradley
TKT-001582,Zumgoity,2017-05-16,2017-05-25,onboarding,low,resolved,225.0,4.0,David Mcdaniel
